informant,project,sex,age,ethnicity,education,occupation,latitude,longitude,attic
AL368,LAGS,Male,55,White,Between 1 and 8 years,Clerical or sales position,34.015,-86.0081,upstairs 
AL369,LAGS,Female,74,White,At least some college or beyond,Unknown,33.8365,-86.255,attic 
AL370,LAGS,Male,72,White,At least some high school,Craftsman or foreman,33.3795,-87.0883,attic 
AL371,LAGS,Female,49,White,At least some high school,Clerical or sales position,33.5209,-86.8293,attic 
AL372,LAGS,Male,19,Black or African American,At least some high school,Clerical or sales position,33.5205,-86.8158,attic 
AL373,LAGS,Female,72,Black or African American,At least some college or beyond,Teacher,33.5122,-86.8216,attic 
AL374,LAGS,Male,18,White,At least some high school,Student,33.5212,-86.8259,attic 
AL375,LAGS,Male,31,White,At least some college or beyond,Professional & technical,33.5236,-86.8101,attic 
AL376,LAGS,Male,80,White,Between 1 and 8 years,Laborer,33.0603,-87.4437,NR
AL377,LAGS,Female,65,Black or African American,Between 1 and 8 years,Laborer,33.0948,-87.6861,loft 
AL378,LAGS,Female,34,White,Between 1 and 8 years,Clerical or sales position,33.2057,-87.5683,attic 
AL379,LAGS,Female,60,White,At least some college or beyond,Teacher,33.212,-87.5605,attic 
AL380,LAGS,Male,73,White,At least some college or beyond,Public servant,33.3199,-87.9086,attic 
AL381,LAGS,Male,69,White,At least some college or beyond,Clerical or sales position,33.6846,-87.829,NR
AL382,LAGS,Male,76,White,At least some high school,Clerical or sales position,33.6572,-85.8265,attic 
AL383,LAGS,Female,36,White,At least some college or beyond,Teacher,33.6572,-85.8187,attic 
AL384,LAGS,Male,47,Black or African American,At least some college or beyond,Teacher,33.9218,-85.6134,attic 
AL384,LAGS,Male,47,Black or African American,At least some college or beyond,Teacher,33.9218,-85.6134,loft 
AL385,LAGS,Male,60,White,Between 1 and 8 years,Farmer,33.3488,-86.2379,doghouse 
AL385,LAGS,Male,60,White,Between 1 and 8 years,Farmer,33.3488,-86.2379,loft 
AL386,LAGS,Female,57,Black or African American,At least some college or beyond,Teacher,33.4359,-86.1058,attic 
AL386,LAGS,Female,57,Black or African American,At least some college or beyond,Teacher,33.4359,-86.1058,loft 
AL387,LAGS,Male,32,White,At least some college or beyond,Professional & technical,33.434,-86.106,NR
AL388,LAGS,Male,78,White,NoFormal education,Fisher,33.1145,-86.5836,loft 
AL389,LAGS,Male,55,White,At least some high school,"Manager, official or proprietor",33.0936,-86.8619,attic 
AL390,LAGS,Male,65,White,At least some college or beyond,"Manager, official or proprietor",33.1522,-85.3752,loft 
AL391,LAGS,Male,27,White,At least some college or beyond,Clerical or sales position,32.8694,-85.187,attic 
AL392,LAGS,Male,72,White,Between 1 and 8 years,Operative,32.9337,-85.9714,loft 
AL393,LAGS,Female,74,White,At least some high school,Keeping house,33.0657,-86.0536,upstairs 
AL394,LAGS,Male,73,White,At least some high school,Clerical or sales position,32.5343,-85.8896,attic 
AL395,LAGS,Male,54,White,At least some high school,Farmer,32.5368,-85.8987,attic 
AL395,LAGS,Male,54,White,At least some high school,Farmer,32.5368,-85.8987,loft 
AL396,LAGS,Female,83,Black or African American,Between 1 and 8 years,Keeping house,32.4673,-86.5007,attic 
AL396,LAGS,Female,83,Black or African American,Between 1 and 8 years,Keeping house,32.4673,-86.5007,loft 
AL397,LAGS,Female,66,White,Between 1 and 8 years,Farmer,32.5024,-86.5724,loft 
AL398,LAGS,Female,51,White,At least some college or beyond,Clerical or sales position,32.4603,-86.4506,attic 
AL399,LAGS,Male,71,Black or African American,At least some high school,"Manager, official or proprietor",32.802,-86.5804,attic 
AL399,LAGS,Male,71,Black or African American,At least some high school,"Manager, official or proprietor",32.802,-86.5804,loft 
AL400,LAGS,Female,72,Black or African American,At least some high school,Farmer,32.9449,-87.1355,attic 
AL401,LAGS,Female,73,Black or African American,NoFormal education,Unknown,32.6343,-87.3191,loft 
AL402,LAGS,Male,68,White,At least some high school,Farmer,32.6766,-87.2215,attic 
AL403,LAGS,Female,72,Black or African American,At least some high school,Keeping house,32.4066,-87.0191,attic 
AL403,LAGS,Female,72,Black or African American,At least some high school,Keeping house,32.4066,-87.0191,loft 
AL404,LAGS,Female,77,White,At least some college or beyond,Teacher,32.4149,-87.024,attic 
AL405,LAGS,Female,16,White,At least some high school,Student,31.9934,-87.2909,attic 
AL405,LAGS,Female,16,White,At least some high school,Student,31.9934,-87.2909,loft 
AL406,LAGS,Female,40,Black or African American,Between 1 and 8 years,Unknown,32.7042,-87.5955,upstairs 
AL407,LAGS,Male,58,White,At least some high school,Keeping house,32.1214,-87.9052,attic 
AL408,LAGS,Male,24,White,At least some college or beyond,Public servant,32.5044,-87.8381,attic 
AL409,LAGS,Female,65,White,At least some college or beyond,Clerical or sales position,32.5844,-88.1865,attic 
AL410,LAGS,Female,81,Black or African American,Between 1 and 8 years,"Manager, official or proprietor",32.6091,-85.4817,attic 
AL411,LAGS,Male,45,White,At least some high school,Farmer,32.6518,-85.379,NR
AL412,LAGS,Male,70,White,At least some college or beyond,Professional & technical,32.5541,-85.5773,attic 
AL413,LAGS,Male,22,White,At least some college or beyond,Craftsman or foreman,32.4677,-85.0008,attic 
AL414,LAGS,Male,35,Black or African American,At least some college or beyond,Teacher,32.4237,-85.6905,attic 
AL415,LAGS,Male,71,White,At least some high school,Laborer,32.1462,-85.7134,attic 
AL416,LAGS,Male,49,White,At least some high school,Craftsman or foreman,32.3798,-86.3075,attic 
AL417,LAGS,Female,79,White,At least some high school,Operative,32.3801,-86.2999,NR
AL418,LAGS,Female,38,Black or African American,At least some college or beyond,Professional & technical,32.3735,-86.3221,attic 
AL419,LAGS,Male,27,White,At least some college or beyond,Student,32.3668,-86.3222,attic 
AL420,LAGS,Male,74,White,At least some high school,Farmer,31.9907,-86.8046,attic 
AL420,LAGS,Male,74,White,At least some high school,Farmer,31.9907,-86.8046,loft 
AL421,LAGS,Female,73,Black or African American,Between 1 and 8 years,Keeping house,32.0497,-86.5454,attic 
AL422,LAGS,Female,83,White,At least some college or beyond,Keeping house,32.3234,-86.5333,attic 
AL423,LAGS,Male,45,White,At least some high school,Craftsman or foreman,31.7829,-85.556,attic 
AL424,LAGS,Female,26,Black or African American,At least some college or beyond,Clerical or sales position,31.8915,-85.1456,attic 
AL424,LAGS,Female,26,Black or African American,At least some college or beyond,Clerical or sales position,31.8915,-85.1456,loft 
AL425,LAGS,Male,55,White,At least some college or beyond,"Manager, official or proprietor",31.5716,-85.2502,attic 
AL425,LAGS,Male,55,White,At least some college or beyond,"Manager, official or proprietor",31.5716,-85.2502,loft 
AL426,LAGS,Female,74,White,Between 1 and 8 years,Keeping house,31.2227,-85.3604,attic 
AL426,LAGS,Female,74,White,Between 1 and 8 years,Keeping house,31.2227,-85.3604,loft 
AL427,LAGS,Female,44,Black or African American,At least some high school,Operative,31.2161,-85.3614,attic 
AL428,LAGS,Female,47,White,At least some college or beyond,Clerical or sales position,31.271,-85.3769,attic 
AL428,LAGS,Female,47,White,At least some college or beyond,Clerical or sales position,31.271,-85.3769,loft 
AL429,LAGS,Male,44,White,At least some college or beyond,Public servant,31.1872,-85.2349,attic 
AL429,LAGS,Male,44,White,At least some college or beyond,Public servant,31.1872,-85.2349,loft 
AL430,LAGS,Female,79,White,At least some high school,Teacher,31.3071,-85.7143,attic 
AL431,LAGS,Male,84,White,Between 1 and 8 years,Farmer,31.0395,-85.8663,attic 
AL432,LAGS,Female,69,White,Between 1 and 8 years,"Manager, official or proprietor",31.1076,-85.5923,attic 
AL433,LAGS,Female,78,White,Between 1 and 8 years,Teacher,31.0418,-85.8662,attic 
AL434,LAGS,Male,90,Black or African American,Between 1 and 8 years,Farmer,31.9244,-86.1644,attic 
AL435,LAGS,Male,73,White,At least some high school,Farmer,31.8041,-85.9813,loft 
AL436,LAGS,Female,56,Black or African American,At least some high school,Professional & technical,31.8061,-85.9884,attic 
AL437,LAGS,Male,28,White,At least some college or beyond,Student,31.8322,-85.9909,attic 
AL438,LAGS,Male,73,Black or African American,Between 1 and 8 years,Farmer,31.8296,-86.6406,loft 
AL439,LAGS,Male,68,White,Between 1 and 8 years,Farmer,31.7834,-86.8141,attic 
AL440,LAGS,Female,55,White,At least some high school,Keeping house,31.8294,-86.6315,attic 
AL441,LAGS,Female,78,Black or African American,Between 1 and 8 years,Farmer,31.3871,-85.931,attic 
AL442,LAGS,Male,77,White,At least some high school,Farmer,31.3859,-85.9294,attic 
AL443,LAGS,Female,19,White,At least some college or beyond,Student,31.3154,-85.8549,loft 
AL444,LAGS,Male,76,White,Between 1 and 8 years,Craftsman or foreman,31.411,-86.485,attic 
AL444,LAGS,Male,76,White,Between 1 and 8 years,Craftsman or foreman,31.411,-86.485,storage room 
AL445,LAGS,Female,57,White,At least some high school,Laborer,31.3203,-86.4943,attic 
AL445,LAGS,Female,57,White,At least some high school,Laborer,31.3203,-86.4943,loft 
AL446,LAGS,Female,59,White,At least some high school,Professional & technical,31.1553,-86.8441,attic 
AL447,LAGS,Female,72,White,Between 1 and 8 years,Professional & technical,31.5847,-97.2596,attic 
AL448,LAGS,Female,49,White,At least some high school,Clerical or sales position,31.4951,-87.3772,attic 
AL449,LAGS,Male,76,Black or African American,At least some high school,Farmer,31.504,-87.9801,attic 
AL449,LAGS,Male,76,Black or African American,At least some high school,Farmer,31.504,-87.9801,upstairs 
AL450,LAGS,Male,78,White,At least some high school,"Manager, official or proprietor",31.4984,-87.9885,attic 
AL451,LAGS,Male,85,White,Between 1 and 8 years,Farmer,31.988,-88.3364,gutte
AL451,LAGS,Male,85,White,Between 1 and 8 years,Farmer,31.988,-88.3364,loft 
FL452,LAGS,Male,50,White,At least some college or beyond,Fisher,29.7255,-84.987,attic 
FL453,LAGS,Female,58,Black or African American,NoFormal education,Farmer,30.01,-85.1552,NR
FL454,LAGS,Male,69,White,Between 1 and 8 years,Fisher,29.8125,-85.3009,attic 
FL454,LAGS,Male,69,White,Between 1 and 8 years,Fisher,29.8125,-85.3009,loft 
FL455,LAGS,Male,46,White,At least some high school,Craftsman or foreman,29.8163,-85.2888,attic 
FL456,LAGS,Female,63,White,At least some college or beyond,Keeping house,29.8123,-85.3019,attic 
FL456,LAGS,Female,63,White,At least some college or beyond,Keeping house,29.8123,-85.3019,attic room 
FL457,LAGS,Male,46,Black or African American,At least some college or beyond,"Manager, official or proprietor",30.1599,-85.6604,attic 
FL457,LAGS,Male,46,Black or African American,At least some college or beyond,"Manager, official or proprietor",30.1599,-85.6604,loft 
FL458,LAGS,Female,46,White,At least some college or beyond,Teacher,30.1677,-85.6504,attic 
FL459,LAGS,Female,72,Black or African American,Between 1 and 8 years,Laborer,30.7023,-85.5617,loft 
FL460,LAGS,Female,87,White,Between 1 and 8 years,Keeping house,30.7797,-85.6424,attic 
FL461,LAGS,Male,42,White,At least some high school,Professional & technical,30.6319,-85.5888,NR
FL462,LAGS,Male,71,White,Between 1 and 8 years,"Manager, official or proprietor",30.3714,-86.1152,attic 
FL462,LAGS,Male,71,White,Between 1 and 8 years,"Manager, official or proprietor",30.3714,-86.1152,loft 
FL463,LAGS,Female,18,Black or African American,At least some high school,Student,30.7211,-86.1101,NR
FL464,LAGS,Female,76,Black or African American,Between 1 and 8 years,Keeping house,30.8722,-86.5208,NR
FL465,LAGS,Female,72,White,Between 1 and 8 years,Keeping house,30.9668,-86.4596,loft 
FL466,LAGS,Female,88,White,Between 1 and 8 years,Keeping house,30.9657,-86.4555,attic 
FL467,LAGS,Female,77,White,Between 1 and 8 years,Keeping house,30.9513,-87.1512,attic 
FL468,LAGS,Female,67,Black or African American,Between 1 and 8 years,Keeping house,30.4185,-87.2166,attic 
FL469,LAGS,Male,76,White,Between 1 and 8 years,Operative,30.4218,-87.2147,attic 
FL470,LAGS,Male,34,White,At least some high school,Professional & technical,30.6969,-87.4265,attic 
FL471,LAGS,Male,64,White,At least some college or beyond,"Manager, official or proprietor",30.4208,-87.2172,attic 
AL472,LAGS,Male,74,White,Between 1 and 8 years,Laborer,30.9537,-87.8223,attic 
AL473,LAGS,Male,65,Black or African American,Between 1 and 8 years,Farmer,30.4745,-87.7947,attic 
AL473,LAGS,Male,65,Black or African American,Between 1 and 8 years,Farmer,30.4745,-87.7947,loft 
AL474,LAGS,Male,18,White,At least some college or beyond,Student,30.278,-87.6832,attic 
AL475,LAGS,Female,70,White,At least some college or beyond,"Manager, official or proprietor",30.9941,-87.858,attic 
AL476,LAGS,Male,52,White,At least some college or beyond,Clerical or sales position,30.4064,-87.6838,attic 
AL477,LAGS,Female,75,Black or African American,At least some high school,Private household worker or gardener,30.6893,-88.0441,attic 
AL478,LAGS,Female,49,Black or African American,At least some high school,Service worker,30.6929,-88.0567,attic 
AL479,LAGS,Male,55,White,At least some high school,Public servant,30.6901,-88.0554,attic 
AL480,LAGS,Female,43,White,At least some high school,Clerical or sales position,30.4115,-88.2464,attic 
AL480,LAGS,Female,43,White,At least some high school,Clerical or sales position,30.4115,-88.2464,loft 
AL481,LAGS,Male,21,Black or African American,At least some high school,Student,30.6863,-88.0537,attic 
AL482,LAGS,Female,84,White,At least some high school,Clerical or sales position,30.6867,-88.043,attic 
AL482,LAGS,Female,84,White,At least some high school,Clerical or sales position,30.6867,-88.043,loft 
AL483,LAGS,Male,20,White,At least some high school,Service worker,30.6907,-88.0389,attic 
AL484,LAGS,Female,31,White,At least some college or beyond,Teacher,30.6894,-88.0387,attic 
AL485,LAGS,Male,31,Black or African American,At least some college or beyond,Professional & technical,30.6876,-88.0417,attic 
TN486,LAGS,Female,80,White,Between 1 and 8 years,Keeping house,36.3324,-88.1597,NR
TN487,LAGS,Female,49,White,At least some high school,Clerical or sales position,36.3019,-88.3264,attic 
TN488,LAGS,Male,69,White,Between 1 and 8 years,Farmer,35.8961,-88.3159,NR
TN489,LAGS,Male,49,White,Between 1 and 8 years,Farmer,36.0008,-88.4277,attic 
TN489,LAGS,Male,49,White,Between 1 and 8 years,Farmer,36.0008,-88.4277,upstairs 
TN490,LAGS,Female,32,White,At least some college or beyond,Teacher,36.2917,-88.7079,attic 
TN491,LAGS,Male,78,White,Between 1 and 8 years,Farmer,36.0663,-88.9936,attic 
TN492,LAGS,Male,75,White,NoFormal education,Farmer,36.0345,-89.3855,attic 
TN492,LAGS,Male,75,White,NoFormal education,Farmer,36.0345,-89.3855,loft 
TN492,LAGS,Male,75,White,NoFormal education,Farmer,36.0345,-89.3855,upstairs 
TN493,LAGS,Male,85,White,At least some high school,Farmer,36.4874,-89.1147,attic 
TN494,LAGS,Female,58,White,At least some high school,Keeping house,36.2597,-89.322,attic 
TN494,LAGS,Female,58,White,At least some high school,Keeping house,36.2597,-89.322,upstairs 
TN495,LAGS,Female,77,Black or African American,Between 1 and 8 years,Keeping house,36.4344,-89.4698,attic 
TN495,LAGS,Female,77,Black or African American,Between 1 and 8 years,Keeping house,36.4344,-89.4698,loft 
TN496,LAGS,Male,59,White,At least some college or beyond,"Manager, official or proprietor",36.3784,-89.4861,attic 
TN497,LAGS,Female,76,White,Between 1 and 8 years,Keeping house,35.4557,-88.1417,NR
TN498,LAGS,Male,69,White,At least some high school,Craftsman or foreman,35.1695,-88.5914,attic 
TN499,LAGS,Female,45,White,At least some high school,Clerical or sales position,35.2359,-88.3909,attic 
TN500,LAGS,Male,76,White,NoFormal education,Farmer,35.5212,-88.2492,NR
TN501,LAGS,Male,67,White,At least some high school,"Manager, official or proprietor",35.6129,-88.3613,attic 
TN501,LAGS,Male,67,White,At least some high school,"Manager, official or proprietor",35.6129,-88.3613,doghouse 
TN502,LAGS,Male,36,White,At least some high school,"Manager, official or proprietor",35.6143,-88.8194,attic 
TN503,LAGS,Male,81,White,Between 1 and 8 years,Farmer,35.5941,-89.2622,loft 
TN503,LAGS,Male,81,White,Between 1 and 8 years,Farmer,35.5941,-89.2622,upstairs room 
TN504,LAGS,Female,35,White,At least some high school,Clerical or sales position,35.5958,-89.2621,attic 
TN505,LAGS,Female,65,Black or African American,Between 1 and 8 years,Keeping house,35.5639,-89.6498,attic 
TN506,LAGS,Male,71,White,Between 1 and 8 years,Operative,35.5645,-89.6459,attic 
TN507,LAGS,Female,76,Black or African American,NoFormal education,"Manager, official or proprietor",35.6104,-89.8803,attic 
TN508,LAGS,Female,60,White,At least some high school,Clerical or sales position,35.746,-89.5318,attic 
TN509,LAGS,Male,49,White,At least some high school,Public servant,35.2562,-88.9879,storage room 
TN510,LAGS,Male,65,Black or African American,At least some college or beyond,Teacher,35.2563,-88.9932,loft 
TN511,LAGS,Female,58,White,At least some college or beyond,Keeping house,35.2547,-88.9933,attic 
TN512,LAGS,Female,72,Black or African American,Between 1 and 8 years,Service worker,35.0957,-89.8077,NR
TN513,LAGS,Male,73,White,Between 1 and 8 years,Craftsman or foreman,35.1495,-90.0483,attic 
TN514,LAGS,Female,16,Black or African American,At least some high school,Student,35.1516,-90.0407,attic 
TN515,LAGS,Male,64,Black or African American,At least some college or beyond,Craftsman or foreman,35.146,-90.0349,attic 
TN516,LAGS,Female,17,White,At least some high school,Student,35.1388,-90.0359,attic 
TN517,LAGS,Male,30,White,At least some college or beyond,"Manager, official or proprietor",35.1382,-90.0544,attic 
TN518,LAGS,Male,35,Black or African American,At least some college or beyond,"Manager, official or proprietor",35.1439,-90.0561,attic 
TN519,LAGS,Male,56,White,At least some college or beyond,"Manager, official or proprietor",35.2048,-89.848,attic 
MS520,LAGS,Male,72,White,At least some high school,Service worker,34.816,-88.1975,attic 
MS521,LAGS,Female,80,White,At least some college or beyond,Keeping house,34.815,-88.1976,NR
MS522,LAGS,Female,15,White,At least some high school,Student,34.9282,-88.5292,attic 
MS523,LAGS,Female,18,Black or African American,At least some high school,Clerical or sales position,34.7297,-88.9463,attic 
MS524,LAGS,Female,18,White,At least some high school,Clerical or sales position,34.7297,-88.9519,attic 
MS524,LAGS,Female,18,White,At least some high school,Clerical or sales position,34.7297,-88.9519,upstairs 
MS525,LAGS,Male,82,Black or African American,Between 1 and 8 years,Farmer,34.7695,-89.4486,loft 
MS526,LAGS,Male,75,White,At least some college or beyond,Keeping house,34.7676,-89.4508,attic 
MS527,LAGS,Female,85,White,At least some high school,Teacher,34.8235,-89.9972,NR
MS528,LAGS,Male,87,White,Between 1 and 8 years,Clerical or sales position,34.6903,-90.3829,attic 
MS529,LAGS,Male,81,White,At least some college or beyond,Public servant,34.2535,-90.2746,attic 
MS529,LAGS,Male,81,White,At least some college or beyond,Public servant,34.2535,-90.2746,upstairs 
MS530,LAGS,Male,74,Black or African American,Between 1 and 8 years,Farmer,34.2159,-90.7063,loft 
MS531,LAGS,Male,85,White,At least some high school,"Manager, official or proprietor",34.3647,-90.6403,attic 
MS532,LAGS,Male,73,Black or African American,Between 1 and 8 years,Service worker,33.8967,-88.9981,attic 
MS533,LAGS,Male,25,White,At least some college or beyond,Professional & technical,33.8968,-89.0002,attic 
MS533,LAGS,Male,25,White,At least some college or beyond,Professional & technical,33.8968,-89.0002,loft 
MS534,LAGS,Male,69,White,Between 1 and 8 years,Operative,34.3768,-88.6842,attic 
MS534,LAGS,Male,69,White,Between 1 and 8 years,Operative,34.3768,-88.6842,loft 
MS535,LAGS,Female,67,White,At least some college or beyond,Operative,34.2575,-88.707,attic 
MS536,LAGS,Male,86,White,Between 1 and 8 years,Farmer,34.1212,-88.9682,attic 
MS537,LAGS,Male,77,Black or African American,At least some high school,Service worker,34.2435,-88.997,NR
MS538,LAGS,Female,81,White,At least some high school,Keeping house,34.241,-88.9961,attic 
MS539,LAGS,Male,64,White,At least some college or beyond,Farmer,33.7647,-89.9759,"space, the "
MS540,LAGS,Male,70,White,Between 1 and 8 years,Farmer,34.1167,-89.9395,loft 
MS541,LAGS,Female,18,White,At least some high school,Student,34.0072,-90.0552,attic 
MS542,LAGS,Male,65,White,Between 1 and 8 years,Farmer,34.3621,-89.5058,loft 
MS543,LAGS,Male,64,Black or African American,Between 1 and 8 years,Farmer,34.315,-89.2628,loft 
MS544,LAGS,Female,75,White,At least some college or beyond,Teacher,34.2695,-89.5891,attic 
MS545,LAGS,Female,63,Black or African American,At least some college or beyond,Teacher,34.3641,-89.5192,attic 
MS545,LAGS,Female,63,Black or African American,At least some college or beyond,Teacher,34.3641,-89.5192,loft 
MS546,LAGS,Male,80,White,At least some college or beyond,Professional & technical,34.3416,-89.6683,NR
MS547,LAGS,Male,30,Black or African American,At least some college or beyond,Student,34.1737,-90.133,attic 
MS548,LAGS,Female,69,White,NoFormal education,Keeping house,33.812,-90.5233,attic 
MS549,LAGS,Male,81,White,At least some college or beyond,Farmer,33.6525,-91.0103,attic 
MS550,LAGS,Female,63,Black or African American,Between 1 and 8 years,Keeping house,33.4052,-90.8978,NR
MS551,LAGS,Male,51,White,At least some college or beyond,Farmer,33.3997,-91.0378,NR
MS552,LAGS,Female,66,Black or African American,At least some high school,Unknown,33.4946,-88.4319,NR
MS553,LAGS,Male,47,White,At least some college or beyond,"Manager, official or proprietor",33.4957,-88.4244,attic space 
MS553,LAGS,Male,47,White,At least some college or beyond,"Manager, official or proprietor",33.4957,-88.4244,loft 
MS554,LAGS,Female,99,White,Between 1 and 8 years,Keeping house,33.087,-88.7443,upper room 
MS555,LAGS,Male,68,Black or African American,Between 1 and 8 years,Farmer,33.2345,-88.5824,second floor 
MS556,LAGS,Male,77,White,At least some college or beyond,Clerical or sales position,33.1054,-88.5612,attic 
MS557,LAGS,Female,81,White,At least some high school,Keeping house,33.4659,-88.814,attic 
MS558,LAGS,Female,22,Black or African American,At least some college or beyond,Student,33.4659,-88.8103,attic 
MS559,LAGS,Male,83,White,At least some high school,Farmer,33.3572,-89.2382,NR
MS560,LAGS,Male,69,White,At least some high school,"Manager, official or proprietor",33.3113,-89.1767,NR
MS561,LAGS,Male,58,White,Between 1 and 8 years,Farmer,33.0578,-89.5877,NR
MS562,LAGS,Female,85,White,At least some high school,Keeping house,33.2024,-89.3444,attic 
MS562,LAGS,Female,85,White,At least some high school,Keeping house,33.2024,-89.3444,loft 
MS563,LAGS,Female,46,White,At least some high school,Keeping house,33.0659,-89.5904,attic 
MS564,LAGS,Male,37,Black or African American,At least some college or beyond,Teacher,33.0495,-89.621,attic 
MS565,LAGS,Female,80,White,Between 1 and 8 years,Keeping house,33.6325,-89.8933,attic 
MS565,LAGS,Female,80,White,Between 1 and 8 years,Keeping house,33.6325,-89.8933,loft 
MS566,LAGS,Female,31,Black or African American,At least some high school,Unknown,33.6325,-89.8933,loft 
MS567,LAGS,Male,86,White,At least some high school,"Manager, official or proprietor",33.5174,-90.1758,attic 
MS567,LAGS,Male,86,White,At least some high school,"Manager, official or proprietor",33.5174,-90.1758,loft 
MS568,LAGS,Male,56,White,At least some high school,"Manager, official or proprietor",33.5157,-90.18,NR
MS569,LAGS,Male,73,Black or African American,At least some high school,School bus driver,32.6224,-88.7562,loft 
MS570,LAGS,Female,75,White,Between 1 and 8 years,Keeping house,32.4896,-88.5859,loft 
MS571,LAGS,Female,24,Black or African American,At least some high school,Hospital worker,32.7716,-89.1165,attic 
MS572,LAGS,Male,44,White,At least some high school,Farmer,32.7716,-89.1165,upstairs room 
MS573,LAGS,Male,87,Black or African American,Between 1 and 8 years,Farmer,32.9846,-90.3218,loft 
MS573,LAGS,Male,87,Black or African American,Between 1 and 8 years,Farmer,32.9846,-90.3218,upstairs 
MS574,LAGS,Female,63,White,Between 1 and 8 years,Laborer,32.9593,-90.3369,attic 
MS575,LAGS,Female,80,White,At least some college or beyond,Teacher,32.8736,-90.3497,attic 
MS576,LAGS,Male,42,White,Between 1 and 8 years,Farmer,32.9541,-90.3294,attic 
MS577,LAGS,Female,77,Black or African American,NoFormal education,Farmer,32.3541,-90.8815,attic 
MS577,LAGS,Female,77,Black or African American,NoFormal education,Farmer,32.3541,-90.8815,loft 
MS578,LAGS,Female,68,White,Between 1 and 8 years,Keeping house,32.4779,-90.8055,NR
MS579,LAGS,Male,87,White,At least some college or beyond,"Manager, official or proprietor",32.3501,-90.8821,attic 
MS580,LAGS,Male,78,Black or African American,Between 1 and 8 years,Farmer,32.9016,-91.0495,loft 
MS581,LAGS,Female,77,White,At least some college or beyond,Keeping house,32.9021,-91.0519,NR
MS582,LAGS,Male,76,White,Between 1 and 8 years,Farmer,32.038,-88.7282,attic 
MS583,LAGS,Male,77,White,At least some high school,Farmer,32.1779,-89.6108,attic 
MS584,LAGS,Female,65,White,At least some college or beyond,Farmer,32.2189,-89.5436,loft 
MS585,LAGS,Male,52,Black or African American,Between 1 and 8 years,Farmer,32.2675,-89.6034,NR
MS586,LAGS,Male,88,Black or African American,At least some high school,Farmer,32.3292,-90.6051,loft 
MS587,LAGS,Male,77,Black or African American,Between 1 and 8 years,Farmer,32.3313,-90.6048,attic 
MS587,LAGS,Male,77,Black or African American,Between 1 and 8 years,Farmer,32.3313,-90.6048,loft 
MS588,LAGS,Male,78,White,Between 1 and 8 years,Farmer,32.2595,-90.4229,loft 
MS589,LAGS,Female,13,Black or African American,Between 1 and 8 years,Student,32.2992,-90.1804,attic 
MS590,LAGS,Female,66,Black or African American,At least some college or beyond,Professional & technical,32.2996,-90.1829,attic 
MS591,LAGS,Male,19,White,At least some college or beyond,Student,32.2974,-90.1833,attic 
MS592,LAGS,Female,70,White,At least some college or beyond,Teacher,32.2972,-90.1808,attic 
MS593,LAGS,Male,74,Black or African American,Between 1 and 8 years,Farmer,31.8191,-91.0507,loft 
MS594,LAGS,Male,68,White,At least some high school,Farmer,31.8208,-91.0501,attic 
MS594,LAGS,Male,68,White,At least some high school,Farmer,31.8208,-91.0501,loft 
MS595,LAGS,Female,50,White,Between 1 and 8 years,Keeping house,31.8204,-91.053,attic 
MS596,LAGS,Male,78,Black or African American,Between 1 and 8 years,Farmer,31.4014,-90.7292,loft 
MS597,LAGS,Male,78,White,At least some high school,Craftsman or foreman,31.1572,-88.5604,NR
MS598,LAGS,Female,81,Black or African American,At least some college or beyond,Teacher,31.3262,-89.2911,attic 
MS598,LAGS,Female,81,Black or African American,At least some college or beyond,Teacher,31.3262,-89.2911,loft 
MS599,LAGS,Female,19,White,At least some college or beyond,Student,31.3276,-89.2911,attic 
MS600,LAGS,Male,84,Black or African American,Between 1 and 8 years,Operative,31.7588,-89.2745,overhead 
MS601,LAGS,Female,69,White,At least some high school,Farmer,31.7542,-89.2734,attic 
MS602,LAGS,Female,40,Black or African American,At least some college or beyond,Operator,31.7556,-89.2745,attic 
MS603,LAGS,Male,72,White,Between 1 and 8 years,Farmer,31.0877,-89.5958,NR
MS604,LAGS,Female,78,White,Between 1 and 8 years,Laborer,31.0014,-89.4522,loft 
MS604,LAGS,Female,78,White,Between 1 and 8 years,Laborer,31.0014,-89.4522,upstairs 
MS605,LAGS,Female,85,White,Between 1 and 8 years,Keeping house,31.9335,-89.8276,attic 
MS606,LAGS,Male,95,White,Between 1 and 8 years,Clerical or sales position,31.2048,-90.3084,upstairs 
MS607,LAGS,Male,85,White,At least some high school,Farmer,31.4374,-90.4493,loft 
MS608,LAGS,Female,72,White,At least some high school,Keeping house,31.5791,-90.4407,attic 
MS608,LAGS,Female,72,White,At least some high school,Keeping house,31.5791,-90.4407,loft 
MS609,LAGS,Male,85,Black or African American,NoFormal education,Farmer,31.1593,-91.4174,NR
MS610,LAGS,Male,73,Black or African American,Unknown,Farmer,31.1041,-91.2986,attic 
MS610,LAGS,Male,73,Black or African American,Unknown,Farmer,31.1041,-91.2986,upstairs 
MS611,LAGS,Female,75,Black or African American,At least some college or beyond,Teacher,31.1035,-91.2925,attic 
MS612,LAGS,Female,70,Black or African American,Between 1 and 8 years,Unknown,31.3781,-91.3961,loft 
MS613,LAGS,Male,52,White,At least some high school,Lumber business,31.3781,-91.3961,attic 
MS614,LAGS,Male,58,Black or African American,At least some college or beyond,Professional & technical,31.5597,-91.3666,upstairs apartment 
