Informant,mantel,Project,Sex,Age,Ethnicity ,Education level,Occupation,Latitude,Longitude
IN29C,mantel,LANCS,Male,63,White,At least some college or beyond,Farmer ,41.066,-87.2021
GA158,mantel ,LAGS,,61,White,At least some college or beyond,Professional & technical,32.1785,-82.5946
IN29D,mantel,LANCS,Male,74,White,At least some college or beyond,Teacher,41.2116,-86.9924
GA159,mantel ,LAGS,Female,74,White,Between 1 and 8 years,Service worker,31.9365,-81.9285
IN30,mantel,LANCS,Male,66,White,At least some college or beyond,Craftsman or foreman,41.4789,-87.4548
GA160,mantel ,LAGS,Male,67,White,At least some high school,Farmer,32.1359,-81.6226
IL1A,a little shelf,LANCS,Male,72,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",42.4867,-90.2622
GA161,mantel ,LAGS,Female,76,White,Between 1 and 8 years,Private household worker or gardener,32.0808,-81.0907
IL1B,mantel,LANCS,Male,91,White,At least some high school,Unknown,42.4167,-90.429
GA162,mantelpiece ,LAGS,Female,45,Black or African American,Between 1 and 8 years,Unknown,32.0806,-81.0901
IL1C,mantel,LANCS,Female,61,White,Between 1 and 8 yrs.,Keeping house,42.2002,-90.1629
GA163,mantel ,LAGS,Male,66,White,At least some college or beyond,"Manager, official or proprietor",32.0789,-81.084
IL2,mantel,LANCS,Male,87,White,Between 1 and 8 yrs.,Unknown,42.2967,-89.6212
GA164,mantel ,LAGS,Female,22,White,At least some college or beyond,Seeking work,32.0812,-81.0923
IL3A,"a shelf, mantel",LANCS,Female,82,White,At least some high school,Unknown,42.3139,-89.3593
GA165,mantelpiece ,LAGS,Female,73,Black or African American,Between 1 and 8 years,Service worker,32.0369,-84.3883
IL3B,NR,LANCS,Female,94,White,At least some high school,Keeping house,42.2389,-89.3579
GA166,mantel ,LAGS,Female,82,White,Between 1 and 8 years,Keeping house,32.0728,-84.2326
IL3C,a mantelpiece,LANCS,Male,65,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",42.3139,-89.3593
GA167,mantel ,LAGS,Female,52,White,At least some high school,Keeping house,32.0369,-84.3883
GA167,mantelpiece ,LAGS,Female,52,White,At least some high school,Keeping house,32.0369,-84.3883
IL3D,mantel,LANCS,Male,67,White,At least some college or beyond,Farmer,42.2711,-89.094
IL4,mantel,LANCS,Male,86,White,Between 1 and 8 yrs.,Craftsman or foreman,42.2639,-88.8443
GA168,mantelpiece ,LAGS,Female,81,White,At least some college or beyond,Teacher,32.3179,-84.5182
IL5,mantel,LANCS,Female,74,White,Between 1 and 8 yrs.,Keeping house,42.3147,-88.4487
GA169,shelf ,LAGS,Female,67,Black or African American,At least some high school,Laborer,32.5517,-84.7392
IL6A,shelf,LANCS,Male,70,White,Unknown,Unknown,42.095,-89.9782
GA170,mantel ,LAGS,Male,81,White,At least some college or beyond,"Manager, official or proprietor",32.4628,-84.9876
IL6B,a shelf,LANCS,Male,45,White,Between 1 and 8 yrs.,Farmer,41.917,-89.9107
GA171,mantel ,LAGS,Male,22,White,At least some college or beyond,Student,32.4591,-84.9876
GA171,mantelpiece ,LAGS,Male,22,White,At least some college or beyond,Student,32.4591,-84.9876
IL6C,mantelpiece,LANCS,Female,74,White,At least some high school,Clerical and sales,41.4759,-89.5533
IL7,mantel,LANCS,Male,71,White,At least some high school,Farmer,42.0148,-89.3323
GA172,mantelpiece ,LAGS,Female,77,White,Between 1 and 8 years,Keeping house,32.4417,-84.7535
IL8A,mantel,LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer,41.7142,-89.3287
GA173,mantelshelf ,LAGS,Female,84,White,Between 1 and 8 years,Keeping house,31.7189,-82.2004
IL8B,a mantel,LANCS,Male,91,White,At least some high school,Farmer,41.7142,-89.3287
GA174,mantelpiece ,LAGS,Male,63,White,At least some high school,Public servant,31.3044,-82.2406
IL8C,a shelf,LANCS,Female,86,White,At least some high school,Keeping house,41.7142,-89.3287
GA175,NR,LAGS,Male,66,White,At least some college or beyond,Teacher,31.3872,-82.1397
IL8D,mantel,LANCS,Female,80,White,At least some college or beyond,Teacher,41.7142,-89.3287
GA176,mantel ,LAGS,Female,73,White,At least some college or beyond,Keeping house,31.8701,-82.5957
IL9,mantel,LANCS,Male,77,White,Between 1 and 8 yrs.,Farmer,41.6459,-88.6217
GA177,mantel ,LAGS,Male,76,White,Between 1 and 8 years,Post office worker,31.4268,-81.6708
IL10A,mantel,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,41.8922,-88.4723
GA178,mantelshelf ,LAGS,Female,72,White,Between 1 and 8 years,Laborer,31.7859,-81.6092
IL10B,mantel,LANCS,Female,74,White,At least some high school,Keeping house,42.0354,-88.2826
GA179,mantelpiece ,LAGS,Male,55,Black or African American,Between 1 and 8 years,Laborer,31.3973,-81.279
IL10C,the mantel,LANCS,Female,62,White,At least some college or beyond,Keeping house,41.8493,-88.421
GA180,mantel ,LAGS,Male,76,White,Between 1 and 8 years,Laborer,31.5416,-81.5233
GA180,mantelpiece ,LAGS,Male,76,White,Between 1 and 8 years,Laborer,31.5416,-81.5233
IL11A,shelf,LANCS,Female,85,White,Between 1 and 8 yrs.,Keeping house,41.8755,-88.0667
IL11B,mantel,LANCS,Male,81,White,At least some college or beyond,Professional & technical,41.8661,-88.107
GA181,mantel ,LAGS,Male,74,White,At least some college or beyond,"Manager, official or proprietor",31.3712,-81.4342
IL11C,mantel,LANCS,Male,85,White,At least some college or beyond,Professional & technical,41.8009,-87.937
GA182,mantel ,LAGS,Male,80,White,Between 1 and 8 years,Public servant,31.5182,-82.6316
IL12A,the mantel,LANCS,Male,80,White,Between 1 and 8 yrs.,Public servant,42.0111,-87.8406
GA183,mantel ,LAGS,Female,67,White,Between 1 and 8 years,Professional & technical,31.6833,-83.4089
GA183,mantelshelf ,LAGS,Female,67,White,Between 1 and 8 years,Professional & technical,31.6833,-83.4089
IL12B,mantelpiece,LANCS,Male,87,White,Between 1 and 8 yrs.,Clerical and sales,42.0664,-87.9373
IL12C,mantel,LANCS,Female,66,White,Between 1 and 8 yrs.,Keeping house,42.0111,-87.8406
GA184,fireplace mantel ,LAGS,Male,60,White,At least some high school,Public servant,31.5943,-83.2607
GA184,mantel ,LAGS,Male,60,White,At least some high school,Public servant,31.5943,-83.2607
GA184,shelf ,LAGS,Male,60,White,At least some high school,Public servant,31.5943,-83.2607
IL12D,mantel,LANCS,Female,86,White,Between 1 and 8 yrs.,Keeping house,41.9476,-87.7665
IL12E,NR,LANCS,Male,60,White,At least some high school,Other,41.8055,-87.6088
IL12F,mantel,LANCS,Female,60,White,At least some high school,Keeping house,41.8055,-87.6088
GA185,mantel ,LAGS,Male,21,White,At least some college or beyond,Student,31.5943,-83.2505
GA185,mantelpiece ,LAGS,Male,21,White,At least some college or beyond,Student,31.5943,-83.2505
IL12G,mantels,LANCS,Female,74,White,At least some high school,Unknown,41.8781,-87.6298
IL12HN,mantelpiece,LANCS,Male,37,Black or African American,At least some high school,Clerical and sales,41.8781,-87.6298
GA186,fireplace mantel ,LAGS,Female,55,White,At least some high school,Keeping house,31.4505,-83.509
GA186,mantel ,LAGS,Female,55,White,At least some high school,Keeping house,31.4505,-83.509
IL12I,mantel,LANCS,Male,50,White,At least some high school,Public servant,42.0126,-87.6746
IL12JN,mantel,LANCS,Male,85,Black or African American,At least some high school,Other,41.7014,-87.6563
GA187,mantelboard ,LAGS,Male,82,White,Between 1 and 8 years,Farmer,31.5092,-83.7391
IL12K,NR,LANCS,Male,27,White,At least some college or beyond,Public servant,41.9476,-87.7665
GA188,mantelpiece ,LAGS,Male,65,Black or African American,Unknown,Farmer,31.7089,-84.2019
IL12LN,mantel,LANCS,Male,34,Black or African American,At least some college or beyond,"Manager, official, or proprietor",41.7014,-87.6563
GA189,mantelpiece ,LAGS,Female,76,White,At least some high school,Keeping house,31.7321,-84.1722
IL12M,"mantel, mantelpiece",LANCS,Male,73,White,At least some college or beyond,Professional & technical,41.9476,-87.7665
GA190,NR,LAGS,Male,68,White,At least some high school,Farmer,31.5804,-84.156
IL12N,mantel,LANCS,Male,27,White,At least some college or beyond,Student,41.5128,-87.3726
GA191,mantel ,LAGS,Male,28,White,At least some college or beyond,Operative,31.5754,-84.156
IL12O,the mantel,LANCS,Female,20,White,At least some college or beyond,Service worker,41.8781,-87.6298
GA192,mantel ,LAGS,Female,70,Black or African American,Between 1 and 8 years,Keeping house,31.7713,-84.7889
IL12P,mantel,LANCS,Female,33,White,At least some college or beyond,Student,41.8781,-87.6298
GA193,mantelboard ,LAGS,Male,70,White,At least some high school,Farmer,31.8848,-85.1055
GA193,mantelpiece ,LAGS,Male,70,White,At least some high school,Farmer,31.8848,-85.1055
IL12Q,"mantel, mantelpiece",LANCS,Male,51,White,At least some college or beyond,Professional & technical,41.8781,-87.6298
IL12R,mantel,LANCS,Female,69,White,At least some college or beyond,Keeping house,42.0859,-87.7176
GA194,shelf ,LAGS,Female,79,Black or African American,NoFormal education,Laborer,31.6039,-85.0499
IL13A,NR,LANCS,Male,76,White,At least some high school,Farmer,41.5095,-90.5787
GA195,mantelpiece ,LAGS,Male,80,White,Between 1 and 8 years,"Manager, official or proprietor",30.7335,-81.5524
IL13B,mantelpiece,LANCS,Female,73,White,Between 1 and 8 yrs.,Keeping house,41.5067,-90.5151
GA196,mantel ,LAGS,Male,62,White,At least some high school,County clerk,30.9638,-81.7226
IL13C,mantel,LANCS,Male,72,White,At least some high school,"Manager, official, or proprietor",41.5067,-90.5151
GA197,mantel ,LAGS,Female,72,White,Between 1 and 8 years,Keeping house,30.8317,-82.0064
IL13D,mantel,LANCS,Female,35,White,At least some college or beyond,Professional & technical,41.5123,-90.4151
GA198,mantelshelf ,LAGS,Male,76,White,Between 1 and 8 years,"Manager, official or proprietor",30.5192,-82.2243
IL13E,"mantel, shelf",LANCS,Female,67,White,At least some college or beyond,Teacher,41.5067,-90.5151
GA199,mantel ,LAGS,Male,78,White,Between 1 and 8 years,Farmer,31.1044,-82.5735
IL14,mantel,LANCS,Male,75,White,Between 1 and 8 yrs.,Unknown,41.2998,-90.5069
GA200,mantelpiece ,LAGS,Female,74,Black or African American,Between 1 and 8 years,Service worker,31.1457,-81.4001
IL15A,mantel,LANCS,Female,75,White,Between 1 and 8 yrs.,Keeping house,41.4481,-90.1543
GA201,mantelpiece ,LAGS,Female,23,Black or African American,At least some college or beyond,Seeking work,31.1498,-81.4956
IL15B,mantel,LANCS,Male,75,White,At least some high school,Farmer,41.1812,-90.1136
GA202,mantel ,LAGS,Female,55,White,At least some college or beyond,Keeping house,31.1511,-81.4879
IL16A,mantel,LANCS,Male,78,White,Between 1 and 8 yrs.,Operative,41.3456,-88.8426
GA203,mantelpiece ,LAGS,Female,57,White,At least some high school,"Manager, official or proprietor",31.0369,-82.7467
IL16B,"a shelf, clock shelf",LANCS,Female,56,White,At least some high school,Keeping house,41.237,-88.8315
GA204,mantel ,LAGS,Female,51,White,Between 1 and 8 years,Keeping house,30.686,-82.5618
IL16C,the mantel,LANCS,Female,71,White,At least some college or beyond,Clerical and sales,41.237,-88.8315
GA205,mantel ,LAGS,Male,62,White,Between 1 and 8 years,Farmer,30.7035,-83.0277
IL17,shelf,LANCS,Female,73,White,Between 1 and 8 yrs.,Keeping house,41.6411,-88.4473
GA206,mantelpiece ,LAGS,Female,69,White,Between 1 and 8 years,Operative,30.8499,-83.229
IL18,"shelf, mantelshelf",LANCS,Male,82,White,Between 1 and 8 yrs.,Farmer,41.1696,-88.421
GA207,mantelpiece ,LAGS,Female,47,Black or African American,NoFormal education,Unknown,30.8308,-83.2788
IL19A,mantel,LANCS,Male,71,White,Between 1 and 8 yrs.,Farmer,41.3323,-87.7853
GA208,mantel ,LAGS,Male,30,White,At least some high school,Public servant,30.9914,-83.3727
IL19B,mantel,LANCS,Female,72,White,At least some high school,Keeping house,41.3323,-87.7853
GA209,mantel ,LAGS,Female,54,White,At least some college or beyond,Teacher,30.8335,-83.2719
IL20A,a shelf,LANCS,Male,86,White,Between 1 and 8 yrs.,Service worker,40.562,-90.5657
GA210,fireplace mantel ,LAGS,Male,74,Black or African American,Between 1 and 8 years,Farmer,31.0757,-83.1927
GA210,mantel ,LAGS,Male,74,Black or African American,Between 1 and 8 years,Farmer,31.0757,-83.1927
IL20B,"the mantel, mantel",LANCS,Male,49,White,At least some high school,Farmer,37.4421,-89.2618
IL21,mantelshelf,LANCS,Male,65,White,At least some high school,Farmer,40.8659,-90.7485
GA211,mantel ,LAGS,Female,73,White,Between 1 and 8 years,Keeping house,31.0748,-83.1999
IL22,mantel,LANCS,Male,75,White,At least some high school,Farmer,41.0253,-90.2798
GA212,mantelboard ,LAGS,Female,74,White,Between 1 and 8 years,Keeping house,31.18,-83.7888
IL23A,mantel,LANCS,Male,83,White,At least some high school,Farmer,41.0936,-89.8648
GA213,mantel ,LAGS,Male,81,White,Between 1 and 8 years,"Manager, official or proprietor",30.8364,-83.9805
IL23B,mantel,LANCS,Male,,White,Unknown,Farmer,41.1799,-89.6816
GA214,mantel ,LAGS,Female,48,White,At least some college or beyond,Keeping house,30.8355,-83.9719
IL24A,mantel,LANCS,Female,78,White,Between 1 and 8 yrs.,Farmer,40.6917,-89.7951
GA215,mantelpiece ,LAGS,Female,59,Black or African American,Between 1 and 8 years,Service worker,31.3167,-84.1747
IL24B,mantel,LANCS,Female,76,White,At least some high school,Keeping house,40.6936,-89.589
GA216,mantelpiece ,LAGS,Female,70,White,At least some college or beyond,Keeping house,31.2312,-84.2046
IL25A,mantel,LANCS,Male,77,White,At least some high school,Farmer,40.9823,-89.2354
GA217,chimney shelf ,LAGS,Female,63,White,At least some college or beyond,Teacher,31.1624,-84.0654
GA217,fireboard ,LAGS,Female,63,White,At least some college or beyond,Teacher,31.1624,-84.0654
GA217,mantel ,LAGS,Female,63,White,At least some college or beyond,Teacher,31.1624,-84.0654
IL25B,"mantelpiece, mantel",LANCS,Female,83,White,Unknown,Keeping house,41.1531,-89.1307
IL26,mantel,LANCS,Male,77,White,Between 1 and 8 yrs.,Farmer,40.7214,-89.2729
IL27A,"shelf, mantel",LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer,40.8809,-88.6298
GA218,mantel ,LAGS,Male,76,White,Between 1 and 8 years,Farmer,30.7269,-84.3496
IL27B,mantel,LANCS,Female,,White,At least some high school,Keeping house,40.8809,-88.6298
GA219,mantel ,LAGS,Male,64,White,Between 1 and 8 years,Farmer,30.9061,-84.5756
GA219,mantelpiece ,LAGS,Male,64,White,Between 1 and 8 years,Farmer,30.9061,-84.5756
IL28A,mantelpiece,LANCS,Male,63,White,Between 1 and 8 yrs.,Farmer,41.12,-87.8612
IL28B,the mantel,LANCS,Male,71,White,At least some college or beyond,Teacher,41.023,-87.7182
GA220,shelf ,LAGS,Female,18,White,At least some high school,Clerical or sales position,30.904,-84.5756
GA220,whatnot shelf ,LAGS,Female,18,White,At least some high school,Clerical or sales position,30.904,-84.5756
IL29A,mantel,LANCS,Male,76,White,At least some high school,Farmer,40.7761,-87.7364
IL29B,mantel,LANCS,Male,52,White,At least some high school,Clerical and sales,40.7667,-87.9923
GA221,mantel ,LAGS,Female,76,White,Between 1 and 8 years,Keeping house,31.3137,-84.3511
IL30A,"shelf, mantels, mantelshelf, mantelpiece",LANCS,Male,84,White,At least some high school,Farmer,40.55,-91.3849
GA222,NR,LAGS,Male,75,White,Between 1 and 8 years,Farmer,31.1723,-84.7333
IL30B,a shelf,LANCS,Male,70,White,Between 1 and 8 yrs.,Farmer,40.55,-91.3849
GA223,mantelpiece ,LAGS,Male,59,White,At least some high school,Farmer,31.1723,-84.7295
IL31A,just a mantel,LANCS,Female,73,White,At least some high school,Keeping house,40.5528,-90.5062
GA224,mantelpiece ,LAGS,Male,62,Black or African American,NoFormal education,Farmer,31.3777,-84.9328
GA224,shelf ,LAGS,Male,62,Black or African American,NoFormal education,Farmer,31.3777,-84.9328
IL31B,shelf,LANCS,Male,44,White,At least some college or beyond,Service worker,40.412,-90.8393
IL32,mantel,LANCS,Male,69,White,At least some high school,Farmer,40.5581,-90.0351
GA225,mantelboard ,LAGS,Male,83,White,Between 1 and 8 years,Farmer,31.0404,-84.8793
IL33A,mantel,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer,40.3725,-89.5473
FL226,mantelpiece ,LAGS,Female,85,Black or African American,Between 1 and 8 years,Professional & technical,30.3314,-81.6558
IL33B,mantelpiece,LANCS,Male,66,White,At least some high school,Farmer,40.2604,-89.3927
FL227,mantelpiece ,LAGS,Female,17,Black or African American,At least some high school,Student,30.331,-81.6502
IL34,shelf,LANCS,Female,85,White,Between 1 and 8 yrs.,Keeping house,40.6414,-88.7834
FL228,NR,LAGS,Female,80,White,At least some high school,Keeping house,30.3315,-81.6526
IL35,mantel,LANCS,Male,71,White,At least some college or beyond,Farmer,40.2752,-88.2416
FL229,mantel ,LAGS,Male,57,Black or African American,At least some high school,Public servant,30.3332,-81.656
IL36A,"the mantel, the mantelpiece",LANCS,Female,51,White,At least some college or beyond,Keeping house,40.1164,-88.2434
FL230,mantel ,LAGS,Male,14,White,At least some high school,Student,30.3346,-81.6634
FL230,shelf ,LAGS,Male,14,White,At least some high school,Student,30.3346,-81.6634
IL36B,mantel,LANCS,Female,25,White,At least some college or beyond,Clerical and sales,40.1164,-88.2434
IL37A,mantel,LANCS,Male,91,White,Between 1 and 8 yrs.,Farmer,39.9873,-90.7635
FL231,mantelpiece ,LAGS,Male,53,White,At least some high school,Clerical or sales position,30.3347,-81.6673
IL37B,mantel,LANCS,Male,43,White,At least some high school,Farmer,39.9873,-90.7635
FL232,mantel ,LAGS,Female,20,White,At least some high school,Student,30.3282,-81.6664
IL38A,"the shelf, mantelpiece",LANCS,Male,86,White,Between 1 and 8 yrs.,Farmer,40.0175,-90.4243
FL233,mantel ,LAGS,Male,23,Black or African American,At least some college or beyond,Student,30.327,-81.6576
IL38B,a mantelpiece,LANCS,Female,65,White,At least some college or beyond,Teacher,40.0175,-90.4243
FL234,mantelpiece ,LAGS,Male,72,Black or African American,Between 1 and 8 years,Farmer,30.0373,-82.5978
IL39A,mantel,LANCS,Female,81,White,Between 1 and 8 yrs.,Keeping house,39.5917,-89.7465
FL235,mantelpiece ,LAGS,Female,77,White,Between 1 and 8 years,Laborer,30.0413,-82.598
IL39B,mantel,LANCS,Male,70,White,Between 1 and 8 yrs.,Operative,38.7817,-89.6501
FL236,mantelboard ,LAGS,Male,46,White,At least some high school,Farmer,30.0987,-82.576
IL39C,mantel,LANCS,Female,60,White,At least some college or beyond,Teacher,38.7817,-89.6501
FL237,mantelshelf ,LAGS,Female,78,White,Between 1 and 8 years,Laborer,30.3057,-83.6371
IL40,mantel,LANCS,Male,97,White,Between 1 and 8 yrs.,Farmer,39.64,-89.1929
FL238,mantelshelf ,LAGS,Male,39,White,At least some high school,"Manager, official or proprietor",30.288,-83.6317
IL41A,mantel,LANCS,Male,89,White,Between 1 and 8 yrs.,Farmer,39.3554,-88.3636
FL239,mantelboard ,LAGS,Female,52,White,At least some high school,Clerical or sales position,30.4398,-84.2807
FL239,mantelpiece ,LAGS,Female,52,White,At least some high school,Clerical or sales position,30.4398,-84.2807
IL41B,mantel,LANCS,Female,71,White,At least some college or beyond,Keeping house,39.3358,-88.3203
IL42A,mantel,LANCS,Male,80,White, At least some high school,Farmer,39.6111,-87.6961
FL240,mantel ,LAGS,Female,18,White,At least some college or beyond,Student,30.4382,-84.2807
IL42B,clock shelf,LANCS,Male,60,White,At least some high school,Farmer,39.6111,-87.6961
FL241,board ,LAGS,Female,73,Black or African American,Between 1 and 8 years,Laborer,30.0613,-84.4915
FL241,shelf ,LAGS,Female,73,Black or African American,Between 1 and 8 years,Laborer,30.0613,-84.4915
IL43A,mantel,LANCS,Male,67,White,Between 1 and 8 yrs.,Farmer,39.2978,-90.609
IL43B,mantel,LANCS,Male,74,White,Between 1 and 8 yrs.,Farmer,39.1567,-90.6179
FL242,mantel ,LAGS,Female,81,White,Between 1 and 8 years,Keeping house,30.082,-84.6196
IL43C,a mantel,LANCS,Male,72,White,At least some high school,Farmer,39.1567,-90.6179
FL243,mantel ,LAGS,Male,35,White,At least some high school,"Manager, official or proprietor",30.0589,-84.4943
IL44A,"the mantelpiece, mantel",LANCS,Male,84,White,Between 1 and 8 yrs.,Farmer,38.8114,-89.9532
FL244,NR,LAGS,Male,71,Black or African American,Between 1 and 8 years,Craftsman or foreman,29.6462,-82.6123
IL44B,the mantel,LANCS,Male,75,White,At least some college or beyond,Unknown,38.8906,-90.1843
FL245,NR,LAGS,Male,81,White,At least some college or beyond,Clerical or sales position,29.652,-82.3231
IL45A,mantel,LANCS,Male,71,White,Between 1 and 8 yrs.,Farmer,39.1516,-89.214
FL246,mantelpiece ,LAGS,Male,73,White,Between 1 and 8 years,Farmer,29.4057,-82.2969
IL45B,mantel,LANCS,Female,78,White,At least some high school,"Manager, official, or proprietor",39.3012,-89.2851
FL247,NR,LAGS,Female,72,White,At least some college or beyond,Teacher,29.3376,-82.1127
IL46A,"a mantelpiece, a shelf",LANCS,Male,77,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",38.9116,-89.0332
FL248,mantel ,LAGS,Female,37,White,At least some high school,Keeping house,28.9259,-82.0374
IL46B,"the mantel, shelf",LANCS,Male,63,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",38.9606,-89.0937
FL249,mantel ,LAGS,Female,64,White,At least some high school,Professional & technical,28.8143,-81.934
IL46C,a mantel,LANCS,Male,70,White,Unknown,Craftsman or foreman,38.9606,-89.0937
FL250,mantel ,LAGS,Male,66,White,Between 1 and 8 years,Fisher,29.664,-83.3731
IL46D,a mantelpiece,LANCS,Male,88,White,At least some high school,Operative,38.9606,-89.0937
FL251,mantelpiece ,LAGS,Male,72,Black or African American,Between 1 and 8 years,Fisher,29.1417,-83.0353
IL47A,a mantel,LANCS,Male,89,White,At least some high school,Clerical and sales,38.9909,-88.1625
FL252,shelf ,LAGS,Male,55,White,Between 1 and 8 years,Fisher,29.1411,-83.0355
IL47B,mantel,LANCS,Female,69,White,At least some high school,Keeping house,38.9909,-88.1625
FL253,mantel ,LAGS,Female,34,White,At least some high school,Keeping house,29.1386,-83.0348
IL48A,"shelf, mantel",LANCS,Male,75,White,At least some high school,"Manager, official, or proprietor",38.627,-88.9456
FL254,mantel ,LAGS,Male,72,White,At least some high school,Public servant,29.8959,-81.3157
FL254,shelf ,LAGS,Male,72,White,At least some high school,Public servant,29.8959,-81.3157
IL48B,a mantel,LANCS,Female,67,White,At least some college or beyond,Unknown,38.7217,-88.9092
IL49A,mantelpiece,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,38.3453,-88.5878
FL255,mantel ,LAGS,Male,77,White,At least some high school,"Manager, official or proprietor",29.8928,-81.311
IL49B,a mantel,LANCS,Male,66,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",38.0934,-88.5356
FL256,mantelshelf ,LAGS,Male,80,White,NoFormal education,Laborer,29.7256,-81.7313
IL50A,mantelpiece,LANCS,Female,86,White,Between 1 and 8 yrs.,Keeping house,38.3775,-88.0561
FL257,mantel ,LAGS,Female,57,White,Between 1 and 8 years,Clerical or sales position,29.6759,-81.7153
IL50B,mantel,LANCS,Male,81,White,At least some high school,"Manager, official, or proprietor",38.3775,-88.0561
FL258,mantelpiece ,LAGS,Male,56,White,Between 1 and 8 years,Farmer,29.0971,-81.0749
IL50C,mantel,LANCS,Female,59,White,At least some college or beyond,Teacher,38.3775,-88.0561
FL259,mantel ,LAGS,Female,31,White,At least some high school,Service worker,29.1262,-81.0207
IL51A,a mantel,LANCS,Male,83,White,Between 1 and 8 yrs.,Operative,38.3359,-90.1498
FL260,mantel ,LAGS,Male,70,White,Between 1 and 8 years,Operative,28.7863,-81.3628
IL51B,mantelpiece,LANCS,Female,75,White,At least some high school,Teacher,38.3359,-90.1498
FL261,mantel ,LAGS,Female,19,White,At least some college or beyond,Student,28.5378,-81.3775
IL52A,mantel,LANCS,Female,78,White,Between 1 and 8 yrs.,Keeping house,38.2117,-89.9943
FL262,mantelshelf ,LAGS,Male,87,White,Between 1 and 8 years,Farmer,27.7519,-81.8017
IL52B,mantel,LANCS,Female,67,White,At least some high school,Keeping house,38.2117,-89.9943
FL263,mantel ,LAGS,Male,77,White,At least some college or beyond,Operative,27.9013,-81.5939
IL53A,mantelpiece,LANCS,Male,86,White,At least some college or beyond,Farmer,37.7321,-89.4532
FL264,mantel ,LAGS,Male,19,White,At least some college or beyond,Student,27.7518,-81.8028
IL53B,the mantel,LANCS,Male,44,White,At least some high school,Farmer,37.7645,-89.3351
FL265,mantel ,LAGS,Male,80,White,Between 1 and 8 years,Farmer,27.7667,-80.6036
IL54,"the mantelpiece, mantelpiece, mantel",LANCS,Male,89,White,Between 1 and 8 yrs.,Farmer,37.8031,-89.0276
FL266,mantel ,LAGS,Male,25,White,At least some college or beyond,Student,27.7886,-82.6394
FL266,mantelpiece ,LAGS,Male,25,White,At least some college or beyond,Student,27.7886,-82.6394
FL266,shelf ,LAGS,Male,25,White,At least some college or beyond,Student,27.7886,-82.6394
IL55A,"mantel, mantels, mantelpieces",LANCS,Female,68,White,At least some high school,Unknown,37.4253,-88.11
IL55B,a mantel,LANCS,Female,88,White,Unknown,Keeping house,37.4253,-88.11
IL55C,the mantel,LANCS,Female,51,White,Between 1 and 8 yrs.,Keeping house,37.4253,-88.11
FL267,mantel ,LAGS,Male,88,Black or African American,Between 1 and 8 years,Farmer,27.9454,-82.0783
FL267,mantelshelf ,LAGS,Male,88,Black or African American,Between 1 and 8 years,Farmer,27.9454,-82.0783
FL267,shelf ,LAGS,Male,88,Black or African American,Between 1 and 8 years,Farmer,27.9454,-82.0783
IL56A,a mantel,LANCS,Male,81,White,Between 1 and 8 yrs.,Farmer,37.2209,-89.4609
IL56B,mantel,LANCS,Male,52,White,At least some high school,Farmer,37.1587,-89.1948
IL57,NR,LANCS,Male,75,White,Between 1 and 8 yrs.,Other,37.1512,-88.732
FL268,NR,LAGS,Female,45,Black or African American,At least some high school,Keeping house,27.9466,-82.4593
IL58A,fire hoard,LANCS,Male,79,White,Between 1 and 8 yrs.,Farmer,37.215,-88.2912
FL269,mantel ,LAGS,Male,76,White,At least some high school,"Manager, official or proprietor",28.0172,-82.1253
IL58B,the mantel,LANCS,Female,71,White,At least some college or beyond,Keeping house,37.215,-88.2912
FL270,mantel ,LAGS,Female,18,Black or African American,At least some college or beyond,Student,27.9464,-82.4592
IL58C,mantel,LANCS,Male,33,White,At least some college or beyond,Teacher,37.215,-88.2912
FL271,mantelshelf ,LAGS,Female,33,Black or African American,At least some college or beyond,Professional & technical,27.9467,-82.4584
FL271,shelf ,LAGS,Female,33,Black or African American,At least some college or beyond,Professional & technical,27.9467,-82.4584
KY1A,mantel,LANCS,Male,66,White,Between 1 and 8 yrs.,Farmer,37.1389,-88.4034
KY1B,mantel,LANCS,Male,45,White,At least some high school,"Manager, official, or proprietor",37.1389,-88.4034
FL272,mantel ,LAGS,Male,65,White,At least some college or beyond,Clerical or sales position,27.9473,-82.4568
KY1C,a mantel,LANCS,Male,23,White,At least some college or beyond,Student,37.1659,-88.2217
FL273,mantel ,LAGS,Male,17,White,At least some high school,Student,27.9474,-82.4587
KY2A,mantel,LANCS,Male,63,White,Between 1 and 8 yrs.,Farmer,37.5178,-87.6903
FL274,mantel ,LAGS,Female,30,White,At least some college or beyond,Professional & technical,27.9486,-82.4554
KY2B,mantel,LANCS,Male,50,White,At least some high school,Farmer,37.607,-87.5286
FL275,mantel ,LAGS,Male,77,White,At least some college or beyond,"Manager, official or proprietor",27.0819,-81.9566
KY3A,fire board,LANCS,Male,43,White,Between 1 and 8 yrs.,Farmer,37.9001,-86.755
