informant,response,
CT030,attic,sug. olden people used to call it garret
CT032,"attic, garret",attic 'the usual word.' garret older word; c. father always called it garret
CT033,"attic, garret",garret 'my usual expression'; 'years ago garret; I say garret'
CT034,garret,
CT039,"attic, garret",garret: 'I use it occasionally'
CT040,garret,in an old house like this'
CT041,"attic, garret",garret: 'old word; always say attic now'
CT043,garret,
CT060,"garret, the attic","garret, I call it; some call it the attic"
CT062,"garret, sug. attic",garret: 'no other word'; sug. Attic: 'might say it'
CT069,"garret, attic",attic more common around younger people
CT092,attic,sug. garret was the old term. Don't hear it anymore.
CT103,"attic, garret","attic within fifty years, perhaps less than that."
CT109,"catch all, attic","! I guess catch-all. Re: attic: [the city people have got us into it in the last ten, fifteen years, we always said garret. City people put beds in]"
CT112,"attic, garret",garret's the old timer.
CT113,garret,"we call that the garret, here it isn't made into a chamber"
CT126,"attic, sug. garret",attic: you can see the rafters; garret: not now
CT133,"attic, the attic",up in the attic
CT139,"garret, attic","garret older; attic room, this now in home [pron. note]"
CT142,"attic, garret","garret old, rural"
CT160,attic,it's up garret'
CT183,"garret, attic","attic, generally garret"
CT184,"garret, attic",attic now commoner
CT187,"attic, garret, sky parlor","garret, that's the old style. Some term it as a sky parlor. *sister, garret"
CT188,garret,
CT189,"attic, garret",
CT190,garret,
CT191,garret,(the)
CT192,"attic, sug. garret",attic: [so when ch.] Garret: grandpa said; grandma didn't.
CT193,garret,had one up garret; way up garret
CT195,garret,
CT196,attic,
CT197,"attic, sug. garret",
CT198,"attic, the garret",old-fashioned ways
CT199,"attic, garret",I think mother would say garret
CT205,"attic, garret, upper chamber","attic--other terms? 'sometimes upper chamber' garret: extreme tap, unplastered, no partition; scuttle-way"
CT206,"attic, lean-to; sug. garret","over home', as on sides--waste room under eaves; not high enough for attic. Re: garret--oh! yes! So when ch."
CT209,"garret, attic",garret so in conv.
CT210,"attic, garret",79.1 up in the attic
CT215,NR,
CT216,garret,
CT217,garret,"""I'm giving you my word for it, almost everyone says attic now"""
CT218,garret,"""I don't remember hearing attic till maybe thirty, forty years ago. Garret's the regular term."""
CT233,"upstair, attic, sug. garret, up garret",upstair: higher than the beamer. attic modern. sug. garret / up garret above attic.
CT234,"attic, garret",attic [more refined].
CT254,"garret, attic",going up garret
CT260,"the garret, attic, up garret",always used to call it the garret. We call it attic now some. Sug. hears up garret.
CT261,"attic, garret","garret '""used quite a little when I was young"""
CT262,attic,got a frog in my
CT266,"attic, the garret, garret",always called it the garret (this is his word). My wife got me into calling it attic.
CT282,garret,"up garret, after."
CT283,"attic, garret",I've heard both all my life.
CT286,garret chamber,
CT287,garret,"attic was a little more tasty than garret, they thought"
CT373,"garret, attic",
CT384,garret,
CT385,attic,
CT386,garret,
CT387,garret,
CT400,garret,
CT401,attic,
CT405,"garret, attic",attic now
CT406,"store room, attic, garret","attic sounds better, garret old."
CT407,attic,
CT408,"attic, garret",
CT414J,"garret, attic",up g.
CT417,"garret, attic, cv. attic roof",garret old
CT418,"attic, garret, up garret",the house
CT419,garret,
CT422,"attic, garret","attic now, loose contact [t], garret as a boy"
IL001A,attic,
IL001B,"an attic, garret, c. lumber room, c. catch all",
IL001C,"an attic, garret","attic = store room, not in top"
IL002,"attic, garret",garret -- older
IL003A,NR,
IL003B,an attic,trap door
IL003C,"the attic, the garret",
IL003D,attic,
IL004,attic,
IL005,attic,
IL006A,"upstairs, an attic, the attic, garret",garret -- older
IL006B,attic,
IL006C,"upstairs, attic",
IL007,"attic, garret",garret -- used as a kid
IL008A,attic,
IL008B,attic,not in our house
IL008C,an attic,"old clothes, etc."
IL008D,a low attic,
IL009,"garret, attic",
IL010A,garret,
IL010B,attic,
IL010C,the attic,
IL011A,"attics, garret",garret -- older term
IL011B,attic,
IL011C,attic,
IL012A,attic,
IL012B,attic,
IL012C,"cv. attic, cv. loft",
IL012D,attic,
IL012E,attic,
IL012F,attic,not necessarily above all other rooms; a closed off part of the top floor
IL012G,attic,
IL012HN,NR,c.
IL012I,"attic, attic loft",
IL012JN,"attic, air space",
IL012K,NR,
IL012LN,attic,
IL012M,"third story, attic rooms",
IL012N,the attic,not necess. a room; can't stand in
IL012O,attic,
IL012P,the attic,
IL012Q,attic,
IL012R,attic,
IL013A,the attic,store everything we don't want
IL013B,attic,
IL013C,attic,
IL013D,attic,
IL013E,attic,
IL014,"attic, garret, loft","garret, loft -- older terms"
IL015A,"attic, loft",loft -- older persons also said
IL015B,a garret,
IL016A,attic,
IL016B,attic,
IL016C,attic,hard to have access
IL017,attic,maybe
IL018,attic,
IL019A,"attic, garret",garret = grandparents
IL019B,"attic, garret","garret -- grandmother used it, also cousins, 9 miles south"
IL020A,garret,went up ladder
IL020B,the attic,
IL021,attic,
IL022,attic,
IL023A,"attic, garret",garret -- older
IL023B,attic,
IL024A,"attic, garret",garret -- older; 'we got one'
IL024B,NR,
IL025A,"attic, garret",garret -- sometimes call it this; haul it to the attic (dump)
IL025B,attic,
IL026,attic,
IL027A,attic,
IL027B,attic,
IL028A,attic,
IL028B,"attic, c. the attic",
IL029A,cv. garret,
IL029B,attic,
IL030A,attic,stairway
IL030B,"loft, an attic",loft -- upstair; attic -- above bedroom
IL031A,the attic,nothing used
IL031B,attic,
IL032,"attic, garret",garret -- older
IL033A,attic,
IL033B,the attic,not floored
IL034,attic,
IL035,attic,
IL036A,attic,cellar
IL036B,the attic,
IL037A,attic,
IL037B,attic,
IL038A,"c. a garret, c. attic",
IL038B,"garret, attic",attic -- step ladder
IL039A,attic,
IL039B,"attic, garret",
IL039C,attic,
IL040,attic,don't call to mind
IL041A,attic,
IL041B,attic,
IL042A,attic,
IL042B,attic,
IL043A,attic,rough place
IL043B,garret,
IL043C,c. attics,c. attics
IL044A,c. attic,
IL044B,"third floor, attic",
IL045A,upstairs,
IL045B,attic,
IL046A,"attic, loft","1"" x 12"" walnut"
IL046B,NR,c.
IL046C,"upstairs, the loft",loft -- unfinished
IL046D,the attic,not in old house
IL047A,attic,
IL047B,attic,
IL048A,attics,
IL048B,"third story, an attic",
IL049A,"the loft, attic",
IL049B,an attic,
IL050A,garret,
IL050B,attics,
IL050C,attic,
IL051A,"a garret, garret",
IL051B,attic,curve in house
IL052A,attic,
IL052B,NR,
IL053A,garret,
IL053B,attic,
IL054,attic,
IL055A,c. the attic,
IL055B,attic,
IL055C,"the garret, attic",
IL056A,attic,
IL056B,attic,
IL057,NR,
IL058A,garret,
IL058B,attic,
IL058C,the attic,
IN001A,attic,
IN001B,attic,not in home
IN002A,attic,
IN002B,attic,
IN003A,attic,
IN003B,attic,
IN004A,"catch all, attic",
IN004B,attic,
IN005,a garret,some others heard
IN006A,attic,
IN006B,"garret, attic",garret -- some calls them; old
IN006C,attic,
IN007A,garret,
IN007B,loft,
IN007C,attic,
IN008A,attic,
IN008B,"attic, garret",garret -- I always called it
IN008C,the attic,
IN008D,attic,
IN008E,"attic, s.t. garret",garret -- M. said
IN009A,loft,
IN009B,attic,
IN009C,attic,
IN009D,attic,c. roof
IN010A,attic,
IN010B,attic,
IN010C,the attic,
IN011A,"attic, sky parlor",agrees to sky parlor
IN011B,attic,
IN012A,attic,
IN012B,attic,2568
IN012C,attic,
IN012D,"attic, loft, s. garret",loft -- in old houses
IN012E,attic,
IN013A,NR,
IN013B,attic,
IN013C,NR,
IN013D,NR,
IN013E,NR,
IN014A,"loft, garret, attic",attic -- reg.
IN014B,attic,
IN014C,c. attic,
IN015A,attic,
IN015B,attic,
IN015C,attic,vls
IN016A,attic,
IN016B,garret,
IN016C,"the attic, garret",garret -- old; used to hear locally
IN017A,attic,
IN017B,the loft,
IN018A,NR,
IN018B,attic,
IN019A,garret,
IN019B,"attics, garret",
IN020A,attic,
IN020B,attic,
IN021A,garret,
IN021B,attic,
IN022A,upstairs,
IN022B,loft,
IN022C,the attic,
IN023A,attic,
IN023B,a attic,
IN024A,attic,
IN024B,attics,
IN025A,attic,
IN025B,attic,
IN025C,attic,
IN026A,attic,
IN026B,w. attic,
IN026C,attic,
IN027A,"garret, attic, loft",loft -- if boards laid on ceiling rafters
IN027B,attic,
IN027C,attic,
IN028A,attic,
IN028B,attic,
IN028C,the attic,junk
IN029A,"the attic, a attic",
IN029B,attic,
IN029C,attic,
IN029D,attic,
IN030,attic,*
KY001A,c. attic,
KY001B,attic space,in older houses
KY001C,"an attic, upstairs",
KY002A,"attic, loft",INF has heard loft; 1109
KY002B,upstairs,
KY003A,a attic,
KY003B,attic,
KY004,loft,loft
KY005A,attic,
KY005B,attic,
KY006A,attic,
KY006B,attic,
KY007AA,NR,
KY007B,c. attic,
KY007BA,"attic, garret",garret -- old also
KY007C,"c. attic, garret",garret -- s.h.
KY007D,an attic,
KY007F,NR,
KY007NA,attic,
KY007NE,NR,
KY008A,"the attic, scuttle hole",
KY008B,"upstairs, c. a loft",c. a loft
KY008C,"the attic, third story",
KY009A,garret,? idea of wardrobe
KY009B,attic,
KY009C,"attic, up attic",
KY010A,"attic, garret, loft",
KY010B,"garret, a attic",*c. a attic
KY011A,w. attic,2196
KY011B,attic,"1271; in childhood: no term, closed up"
KY012A,"c. attic, upstairs",c. attic
KY012B,upstairs,"stair, steps"
KY012C,"attic, loft",loft -- older term
KY012D,loft,stairway
KY013A,garret,
KY013B,attic,
KY014A,attic,
KY014B,attic,? Informant seems here to be making attempt to enunciate very clearly. Cf. democratic - c.
KY015,attics,storage
KY016A,"loft, attic",
KY016B,"attic, loft",attic -- stairway; loft -- olden
KY016C,attics,not used
KY017B,the attic,the attic -- not used; stairway
KY017C,a attic,open space - not used
KY017D,attic,
KY017E,"an attic, garret",asach we said
KY017F,"an attic, the attic",
KY017NA,"attic, the attic, loft",loft -- way back
KY018A,"upstairs, the loft",plank ladder; s. nat
KY018B,the loft,
KY018C,attic,
KY019A,attic,hardly used; no stairway
KY019B,"upstairs, a loft",upstairs -- 'was all'; a loft -- stairway
KY019C,"garret, c. loft",trap door in outbuilding
KY019D,an attic,not used; stairway
KY020A,"upstairs, attic, c. a loft","upstairs -- more thin; stairway; attic -- new; loft -- older, cruder, in one-story house"
KY020B,"the loft, upstairs",steps
KY021A,loft,not in older house
KY021B,"upstairs room, upstairs, a loft",
KY021C,a attic,never used
KY022A,"upstairs, the loft",a pair of steps
KY022B,"a loft, attics",attics -- in some houses
KY022C,"c. attic, an attic",
KY023A,c. attic,
KY023B,"attics, rafters",rafters -- not common
KY024A,"upstairs, attic",attic -- new names
KY024B,upstairs,"? garret, etc."
KY024C,"upstairs, lofts, the attic",lofts -- old; the attic -- GP's home
KY024D,attic,
KY025A,attic,
KY025B,attic,(sic)
KY026A,the attic,
KY026B,"upstairs, a attic",upstairs -- we called it; a attic -- a back space - for junk
KY027A,"upstairs, the loft, garret",the loft -- some still call it
KY027B,"upstairs, the loft",up in the loft
KY028A,"a loft, c. upstairs",a stairway
KY028B,"lofts, the loft",???; stairway
KY028C,the loft,loft -- low upper story; c. a stairway; c. stairs
KY029A,c. loft,
KY029B,the attic,a stairway
KY030A,"upper room, upstairs, c. loft",
KY030B,the loft,people still calls it
KY030C,upstairs,
KY030D,the loft,
KY030E,"upstairs, attic, upper room",c. stairs; attic -- nat then
KY031A,a loft,on joists
KY031B,the loft,
KY031C,"a loft, upstairs",
KY031D,"the loft, attic",the loft -- wen tup a ladder; attic -- in older house
KY032,NR,
KY033A,"loft, attic",ladder
KY033B,"loft, upstairs",loft -- stairway
KY033C,"the loft, upstairs, an attic",steps
KY034A,"a loft, c. loft",a loft -- stairway; c. stairs
KY034B,"garret, the loft",
KY034C,"upstairs, the loft",dirty clothes; ladder; steps
MA001,attic,
MA002,garret,
MA003,"attic, garret","interchangeably'; on second thought, 'imagine ""garret"" is older'. Also 'the ""attic"" may have finished rooms.' [pic]"
MA004,"attic, garret",garret is older
MA005,attic,
MA006,attic,
MA007,attic,
MA008,attic,
MA009,attic,
MA010,attic,"[re: one pronunciation] with double ""t,"" as a child."
MA012,"attic, garret",same; no distinction. (Garret - unfinished) part of house between upper floor and rafters: no side walls.
MA013,"attic, garret",attic -- modern; garret -- old word
MA014,"attic, garret",garret older
MA015,attic,
MA016,"eaves, attic",eaves -- question misunderstood
MA021,"attic, sug. garret","but difference is not clear; there are ""finished attics"" and ""unfinished attics."""
MA022,attic,unfinished -- no floor or walls. [pic]
MA024,attic,
MA025,"up attic, garret",
MA026,attic,
MA027,"attic, garret",garret older
MA028,"garret, attic",attic modern
MA029,"attic, garret",mother said
MA035,"f. attic, open chamber","f. attic -- no walls, 'just roof', 'hard to stand up in one'; [pic]; open chamber if not walled in, but used for sleeping -- cf. bedroom"
MA036,"garret, attic, eaves",garret -- small; triangular. Attic -- usually with walls; larger. Eaves -- small space under roof; for storage
MA037,attic,
MA038,attic,
MA045,attic,unfinished -- no floor or walls.
MA046,attic,no flooring on part of it; no walls.
MA047,"attic, garret",garret old fash.
MA052,"attic, garret",garret old-fash.
MA054,"attic, garret",garret -- older word.
MA055,"attic, garret",garret -- less common
MA056,"attic, blind attic",attic -- with windows; could be used for bedroom. Blind attic -- no windows.
MA057,"attic, attic chamber","attic -- unfinished. At mother's home, two furnished rooms were called attic chambers. *(wife) up attic."
MA058,NR,
MA059,"attic, garret","garret -- ""I've heard some old people say 'sleeping up garret.'"" (monosyll.)"
MA061,NR,
MA070,"garret, attic",garret -- old word. Attic -- newer word.
MA072,"attic, sug. garret",garret -- 'used to hear.' *'under the eaves.' *wife.
MA073,"garret, loft, attic","garret -- this preferred; 'used when I was a youngster.' Sometimes finished chambers in it. Attic -- unfinished. 'Used now.' ALSO 'I think I've got some old ones, up attic.'"
MA074,"dark hole, attic",dark hole -- 'When I was a boy.' Attic -- later.
MA079,"attic, garret",garret -- older word
MA080,"attic, garret",garret -- older word
MA081,attic,
MA082,attic,
MA089,"attic, garret",garret -- older.
MA090,garret,upstairs
MA091,"attic, garret",attic -- commoner.
MA093,attic,"""Now I always try to say 'third floor.'"""
MA094,"attic, garret, up garret",garret -- This.
MA095,"eaves, attic, sug. attics",eaves -- with locker or store room. LATER attic -- certain. Sug. attics *These houses don't have no attics. *Visitor. b) sug. up in the attic.
MA096,"attic, the attic, up attic",sug. other -- up in the attic. Has heard older folks say 'up attic.'
MA097,"attic, roof chamber",*roof chamber -- unfinished room on same floor with finished ones.
MA102,"attic, garret","""I have heard it called a garret."""
MA104,"attic, the attic",up to the attic
MA105,"f. garret, attic, eaves","f. garret -- 'up in the peak; small.' Attic -- larger: perhaps whole floor. One on each side, at roof angle."
MA106,"attic, open chamber, garret","open chamber -- if finished, under roof of this sort: [pic]; garret -- sug. up-attic, doesn't know. Sort: [pic]"
MA107,"attic, side chambers, under the eaves","If it's a whole floor, we call it an attic.' There are only two attics in town; none of the other houses have large enough spaces. 'Ours are side chambers--way down to the eaves.' (Smith)"
MA108,attic,
MA119,attic,
MA120,"attic, garret",
MA123,"attic, sug. garret",garret -- less common.
MA124,attic,up attic
MA125,NR,
MA127,"attic, garret",sug. up attic; ! Garret -- older word.
MA135,garret,
MA136,attic,up attic
MA137,attic,
MA140,"attic, sug. garret",garret -- less common.
MA141,attic,up attic
MA145,attic,
MA146,attic,
MA147,attic,up in the attic
MA148,garret,up garret -- rare?
MA149,attic,
MA150,attic,
MA151,attic,
MA152,attic,
MA153,attic,
MA154,attic,
MA155,"conv. attic, conv. garret",cv. attic (-- garret added in an explanatory tone) (MJ)
MA185,garret,
MA186,"attic, garret","different, never go into the garret. Attic is a room."
MA193,NR,
MA200,"attic, garret","interchangeable. Formerly, garret was more unfinished than attic."
MA201,"attic, garret","garret -- ""Old folks used to call it that, but we never did."""
MA202,attic,
MA203,attic,
MA204,"attic, garret",garret -- older word.
MA207,"attic, garret",garret -- rarer.
MA208,"attic, garret","up attic; garret -- older, less common."
MA211,NR,
MA234,"attic, garret",attic -- ['more refined'].
MA235,"attic, garret",up attic. Garret [In her country house in Jaffrey. Attic in city].
MA255,"the eaves, attic, garret","attic -- usual, go up attic. Garret -- older word."
MA258,"garret, sug. attic","garret -- [old word. Third story.] Bathroom, two rooms on the side. Attic -- an unfinished room on top floor."
MA273,"attic, garret",garret -- used to call it.
MA274,"sug. garret, attic",Garret -- grandmother always said. Attic -- later.
MA284,attic,"sug. yes, used garret, I guess."
MA285,"back chamber, attic","sug. garret, sure. I've heard it called sky parlor, 'cause it's nearest the sky, I suppose."
MA289,attic,
MA291,attic,up attic
MA313,"coving, garret, attic",coving ( = under the eaves). Calling it attic nowadays.
MA318,"attic, sg. garret","up in the garret, up garret (OF.)"
MA319,"attic, garret",garret -- OF (up garret)
MA320,"garret, attic",! garret -- old.
MA321,garret,up garret
MA322,attic,
MA325,"store room, attic, garret",bedroom in the attic
MA326,attic,"doesn't remember. Garret, has read it"
MA344,"attic, garret",garret -- usual.
MA349,"m. attic, sg. garret",garret -- some said.
MA350,"attic, garret","up in the garret [used at home, esp. by father.]"
MA372,"attic, garret",attic -- unused; t garret -- used as a room
MA388,"attic, garret",garret -- so nat.
MA389,garret,
MA390,"attic, garret",garret o nat
MA391,"attic, garret",nato
MA392,"garret, attic",attic -- mod.
MA393,"attic, garret",garret soh.
MA394,"attic, garret",sonat
MA395,garret,
MA396,garret,
MA397,attic,"two attics -- underneath the eaves, place for furniture. Underneath the roof. One = attic. Other = under the eaves of the house."
MA398,"up under the eaves, garret",*wife says that he never uses garret or attic. Uses eaves or up under the eaves. (If it was plastered it would be a chamber)
MA399,"garret, lumber room, attic",garret -- old word. That was usually a lumber room. We don't have them now. A garret is unfinished not plastered. Attic -- (used now).
MA402,"attic, garret",garret -- oh
MA403,"attic, garret",garret -- s.o.h.
MA404,"garret, attic",attic -- mod.
MA409,"garret, corn chamber, attic, under the eaves",gone up garret. wife corn chamber. *before had corn cuts people had them esp. if there was an EL on the house. Most every house had a corn chamber round here.
MA410,"attic, garret",
MA411,NR,
MA416,"attic, garret",
MA420,attic,
MA421,"attic, loft","That's up attic: ""I'm going up attic."" Other word? Not in the main house. The word loft is used when it's not in the main house. Conv. ""I've heard lots of times."""
MA423,NR,
MA424,"attic, attic chamber, garret, open chamber","attic -- (unfinished) 'put them up attic.' If it was finished off, I've heard them tell about the attic chamber. Has heard garret. In the attic there was the open chamber (wasn't finished) spread nuts to dry there. Children used to sleep there when they had large families."
MA425,"attic, garret, open chamber, up attic","up attic. *Garret didn't have any windows -- dark. Used it to store things. *Room under the eaves always dark. We always called it garret. Another, w. window at both ends was attic. *Upper part we call the attic. One over in the other part the house we call the open chamber. *In our house we had a corn chamber where we spread corn to dry. Husband didn't the rats never get after them. *Oh yes, regular nuisance they were."
MA426,"attic, s. garret",garret -- natural
MA427,"attic, garret",c. up attic; garret -- old; up garret old
MA428,"attic, garret",garret -- common but felt as old-fash.
MA429,attic,never garret
ME049,"garret, attic","garret prob. older, equally common"
ME053,"attic, garret",garret sug. older.
ME064,NR,
ME066,"attic, garret",garret sug. one-story home
ME076,"attic, garret, cockloft",garret -- sug. older; cockloft -- slangish = very top part
ME077,attic,
ME078,"attic, garret",attic unfinished; garret less so
ME083,"attic, loft, garret",garret sug. older
ME084,"attic, garret",garret sug. older
ME085,MISSING,
ME086,MISSING,
ME087,"attic, garret",
ME088,"attic, garret",garret older
ME131,attic,garret unknown
ME221,"attic, garret",garret sug. rarer
ME222,"attic, garret",
ME225,"attic, garret",garret sug. old rare
ME226,"attic, open chamber, garret",open chamber in one story house. Garret sug. = over the kitchen
ME227,NR,
ME227J,"attic, garret",garret old. rare.
ME228,"attic, garret",
ME229,"attic, garret",
ME230,"attic, garret",
ME246,"attic, garret",garret sug.
ME247,attic,
ME248,attic,
ME249,"attic, garret",
ME250,"attic, garret",
ME251,attic,
ME252,"attic, garret",
ME253,"attic, garret",garret older
ME267,attic,
ME268,"attic, garret",garret sug. old.
ME269,"garret, attic",
ME270,"attic, garret",garret sug. old common
ME271,"attic, garret",old sug.
ME272,"attic, garret",garret old.
ME292,"attic, garret",garret soh
ME293,"attic, garret",
ME294,"attic, garret",
ME295,attic,
ME296,"attic, garret",garret o.
ME297,"attic, garret",
ME298,"attic, garret",garret sh.
ME299,"garret, attic",attic s. mod
ME300,"attic, garret",garret so.
ME301,"attic, garret",garret older.
ME302,"attic, garret",
ME303,"attic, garret",garret soh.
ME304,"attic, garret",garret soh.
ME305,"garret, loft, attic",attic s mod.
ME306,"attic, garret",garret o.
ME308,"attic, garret",garret soh.
ME309,"attic, garret",garret sho.
ME310,"attic, garret",garret so.
ME311,"attic, garret",garret sug.
ME312,"attic, garret",soh.
ME327,"attic, garret",garret s.
ME328,"attic, garret",garret o.
ME329,"attic, garret",garret s.
ME330,"garret, attic",attic mod.
ME331,"attic, garret",garret so.
ME332,"attic, garret",garret soh.
ME333,attic,
ME358,NR,
ME359,attic,
ME360,attic,
ME361,attic,
ME362,NR,
ME363,"attic, garret",garret s.h. (o. nat)
ME364,attic,
ME365,NR,
ME366,"attic, garret",
ME367,"attic, garret",garret s. rare
ME368,"attic, garret",garret so
ME377,attic,
ME379,attic,
ME380,"attic, garret",garret soh
MI001A,attics,
MI001B,attic,
MI002A,attic,
MI002B,"attic, garret",garret -- junk
MI002C,NR,
MI003A,attic,
MI003B,"attic, the hanging, hanging, upstairs","the hanging, hanging -- old Amish"
MI004A,attic,
MI004B,attic,unfinished
MI005A,attic,
MI005B,an attic,very low
MI005C,"attic, t a lair",a lair -- GP
MI006A,"upstairs, attic",attic -- later
MI006B,attic,"""real old"""
MI006C,attic,
MI007A,an attic,
MI007B,"attic, store room",store room -- old; junk
MI008A,"dark hole, garret, attic",
MI008B,attic,not finished
MI009A,"upstairs, attic, c. garret",
MI009B,upstairs,
MI009C,attic,in third story
MI009D,attic,
MI010A,upstairs,no attick
MI010B,attic,
MI010C,attic,
MI011A,"loft, attic, garret",attic -- later
MI011B,"attic, garret",garret -- old
MI012A,attic,attic -- not used
MI012B,"attic, storage room, c. store room",
MI013A,garret,
MI013B,"attic, c. upstairs",
MI014A,"store room, garret","store room (upstairs); garret -- s, old"
MI014B,attic,
MI014C,NR,
MI015A,"attic, a garret",attic -- not sealed
MI015B,attic,
MI016A,attic,
MI016B,NR,
MI016C,attic,
MI017A,garret,
MI017B,"store rooms, garret, attics","garret, attic -- up under eaves"
MI018A,attic,storage space
MI018B,attic,
MI019,the attic,
MI020A,"garret, attic",attic -- 'I guess this is proper'
MI020B,"attic, little chamber",over kitchen -- not finished
MI021A,attic,
MI021B,attic,
MI021C,attic,
MI022,"s. attic, a attic, garret",
MI023A,attic,[not in old house]
MI023B,attics,(not finished - not use)
MI023C,attic,"""I never was up there"" (not used)"
MI024A,"garret, spare room",
MI024B,"garret, store room, attic",garret -- 'we always called it'
MI024C,"the loft, store room, garret",loft -- old; garret -- 3rd story
MI024D,attic,
MI025A,cv. attic,
MI025B,"attic, garret",attic -- [pic] trap door
MI026A,"attic, garret",
MI026B,"attic, garret",garret -- old
MI027A,"store room, an attic",attic -- later name
MI027B,attic,
MI028A,loft,climb up a ladder to get there
MI028B,attic,
MI029A,attic,not finished
MI029B,attic,"""everything we didn't use went up there"""
MI029C,attic,not carpented in
MI029D,"attic, garret",unfinished partly or completely finished; garret -- old
MI029E,the attic,
MI030A,s. garret,
MI030B,"attic, garret",attic -- no windows; for storage
NH048,"attic, garret",garret -- older sug.
NH050,"attic, garret",garret -- sug. not used
NH051,"attic, garret",garret -- sug. older
NH063,"attic, garret",garret -- sug. older
NH067,"attic, garret",garret -- sug. older
NH068,"attic, garret",garret -- sug. very old.
NH075,"attic, garret",garret -- sug. old-fash.
NH100,"attic, garret",same meaning
NH101,attic,
NH117,"attic, the attic, sug. up attic","going up in the attic, going up to the attic"
NH118,attic,"unfinished, not necessarily, third floor. Not up attic."
NH128,"attic, back chamber, garret, sky parlor","sky parlor -- modern, meaning glassed-in room"
NH129,"attic, garret",attic -- much more common than garret
NH130,"attic, garret",garret -- older
NH132,"garret, attic",garret -- older
NH144,"attic, garret",garret -- older
NH156,attic,
NH157,"attic, garret",garret -- sug.
NH158,"attic, garret",
NH159,"attic, garret",garret -- older
NH163,"attic, garret",garret -- sug. older
NH164,"attic, garret",garret -- sug. older
NH165,"attic, up garret",up garret -- sug. older
NH166,"attic, garret",
NH167,"garret, attic",garret -- older; attic -- now.
NH170,"attic, garret",
NH171,"attic, garret",
NH172,"attic, garret",garret -- older
NH173,"attic, garret",garret -- older
NH174,"garret, attic",both
NH175,"attic, loft, garret","loft -- older (unfinished); garret -- older, older heard"
NH176,"garret, attic",garret -- older
NH177,"garret, attic",garret -- older
NH178,"attic, garret",garret -- sug.
NH179,"attic, garret",garret -- older
NH180,"garret, attic",garret -- older
NH181,"attic, garret",garret -- older
NH219,"attic, garret",
NH220,"attic, garret",garret -- older sug.; rare now
NH223,"attic, chamber, garret",garret -- sug. older.
NH224,"attic, garret",
NH334,"attic, garret",attic -- mod; garret -- soh. nat.
NH335,"attic, garret",garret -- often s.
NH336,"attic, garret",garret -- s.
NH352,attic,
NH353,attic,
NH354,attic,
NH355,attic,
NH356,"attic, garret",garret -- s.h.
NH357,"attic, garret",garret -- soh
NH374,attic,
NH375,NR,
NH376,attic,up in the attic
NY412,garret,
NY413,"attic, garret",garret o.
NY414,"garret, attic",up garret; attic -- modern only
NY415,"attic, garret",garret older.
OH001A,garret,
OH001B,attic,
OH001C,attic,
OH002A,attic,
OH002B,attic,
OH003A,attic,
OH003B,attic,
OH004A,attic,
OH004B,attic,
OH005A,"attic, loft",some uses it yet.' (He used the term about the springhouse.)
OH005B,attic,
OH005C,"attic, garret",garret -- s. o.f.
OH006A,attic,
OH006B,attic,
OH007A,attic,
OH007B,attic,
OH008A,attic,
OH008B,"attic, garret",garret -- not used
OH008C,attic,
OH008D,"attic, garret",
OH008E,attic,
OH009A,garret,
OH009B,garret,
OH009C,attic,
OH009D,attic,
OH010A,attic,
OH010B,attic,
OH011A,"plunder room, attic, loft",
OH011B,attic,
OH012A,attic,
OH012B,attic,
OH012C,attic,
OH012D,attic,
OH013A,attic,
OH013B,an attic,
OH014A,"loft, attic",occ -- not finished
OH014B,"store room, storage room, upstairs",
OH015A,garret,
OH015B,attic,
OH016A,the attics,odds & ends
OH016B,the attic,wash
OH016C,"attic, garret",attic -- wife says; garret -- more familiar
OH017A,attic,attic = third floor
OH017B,"attic, garret",garret -- an unlighted loft
OH017C,"attic, garret",garret -- most common
OH017D,"attic, garret",garret -- h. not often
OH018A,attic,sug. up-attic; 'No; West Virginians use it.'
OH018B,attic,
OH018C,"attic, garrets",
OH019A,attic,
OH019B,attic,
OH019C,"garret, trash room",
OH020A,attic,
OH020B,an attic,low
OH021A,attic,
OH021B,attic,
OH021C,attic,
OH021D,attic,
OH022A,attic,
OH022B,attic,
OH023A,"upstairs, attic",a stair steps; attic -- later
OH023B,"attic, s. garret",garret -- h
OH023C,the attic,
OH024A,"garret, attic",garret -- o.f.
OH024B,attic,
OH025,"attic, attic room",
OH026A,"attic, garret",garret -- 'in my days.' -- This.
OH026B,attic,r. same.
OH027A,attic,
OH027B,attic,
OH028A,"garret, upstairs",
OH028B,garret,
OH028C,"the attic, attic",
OH029A,garret,
OH029B,attic,
OH030A,attic,dormitory -- finished off
OH030B,"attic, store room",
OH031A,the attic,stairway
OH031B,"the second floor, the attic, garret",garret -- o.h.
OH031C,"attic, dungeon above stairs",dungeon above stairs -- ?
OH032A,attic,
OH032B,attic,
OH032C,NR,
OH032D,attic,
OH033A,attic,
OH033B,attic,
OH034A,attic,
OH034B,the attic,
OH034C,"the attic, loft, garret",loft and garret -- older
OH034D,c. attic,stairway
OH035A,attic,
OH035B,"attic, garret",attic -- now; garret -- o.f.
OH036A,attic,
OH036B,"attic, garret",garret -- we called it!
OH037A,attic,
OH037B,c. the attic,
OH037C,an attic,never used
OH037D,the attic,
